DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1.0,0101,1.0,2024.0,28.0,11.0,2023.0,1.0,0101,38.0,35.0,9.0,4.0,320.0,320.0,5.0,6.0,52,26
4.0,0401,1.0,2024.0,26.0,9.0,2023.0,4.0,0401,37.0,30.0,9.0,4.0,320.0,320.0,4.0,9.0,52,26
1.0,0101,1.0,2024.0,21.0,11.0,2023.0,1.0,0101,27.0,23.0,4.0,4.0,320.0,320.0,5.0,9.0,52,22
1.0,0101,2.0,2024.0,21.0,12.0,2023.0,1.0,0101,58.0,54.0,4.0,4.0,320.0,320.0,5.0,5.0,52,25
15.0,1507,3.0,2024.0,20.0,12.0,2023.0,15.0,1507,42.0,42.0,4.0,9.0,320.0,320.0,3.0,4.0,52,23
3.0,0302,3.0,2024.0,11.0,12.0,2023.0,5.0,0506,41.0,36.0,4.0,4.0,320.0,320.0,4.0,5.0,52,23
20.0,2007,4.0,2024.0,5.0,7.0,2023.0,20.0,2007,50.0,42.0,4.0,4.0,320.0,320.0,2.0,4.0,52,23
21.0,2101,4.0,2024.0,23.0,5.0,2023.0,21.0,2101,52.0,33.0,4.0,4.0,320.0,320.0,3.0,4.0,52,23
6.0,0613,9.0,2023.0,4.0,9.0,2023.0,1.0,0101,35.0,36.0,4.0,4.0,320.0,320.0,5.0,4.0,54,23
1.0,0101,11.0,2023.0,19.0,10.0,2023.0,5.0,0501,42.0,33.0,4.0,4.0,320.0,320.0,4.0,4.0,54,23
11.0,1101,11.0,2023.0,1.0,9.0,2023.0,11.0,1101,40.0,38.0,4.0,4.0,320.0,320.0,4.0,4.0,54,23
15.0,1502,2.0,2024.0,7.0,11.0,2023.0,15.0,1502,35.0,36.0,1.0,9.0,320.0,320.0,4.0,4.0,54,23
1.0,0101,7.0,2023.0,27.0,6.0,2023.0,1.0,0101,25.0,34.0,4.0,4.0,320.0,320.0,3.0,4.0,51,31
9.0,0917,9.0,2023.0,3.0,5.0,2023.0,9.0,0917,40.0,34.0,4.0,4.0,320.0,320.0,9.0,9.0,51,32
18.0,1801,3.0,2024.0,1.0,12.0,2023.0,1.0,0101,41.0,35.0,9.0,4.0,1021.0,320.0,1.0,4.0,51,34
1.0,0101,2.0,2023.0,15.0,2.0,2023.0,1.0,0101,45.0,46.0,4.0,4.0,320.0,320.0,1.0,9.0,52,34
1.0,0101,3.0,2023.0,2.0,3.0,2023.0,1.0,0101,51.0,47.0,4.0,4.0,320.0,320.0,4.0,5.0,52,34
18.0,1801,3.0,2023.0,11.0,1.0,2023.0,18.0,1804,27.0,25.0,4.0,4.0,320.0,320.0,2.0,4.0,52,35
9.0,0901,5.0,2023.0,15.0,5.0,2023.0,9.0,0901,45.0,40.0,4.0,4.0,320.0,320.0,4.0,5.0,52,35
2.0,0201,5.0,2023.0,19.0,4.0,2023.0,2.0,0201,27.0,27.0,4.0,4.0,320.0,320.0,4.0,4.0,52,33
1.0,0101,5.0,2023.0,11.0,5.0,2023.0,3.0,0312,64.0,61.0,4.0,4.0,320.0,320.0,5.0,4.0,52,34
12.0,1215,6.0,2023.0,25.0,4.0,2023.0,12.0,1215,28.0,30.0,4.0,4.0,320.0,320.0,3.0,4.0,52,32
1.0,0101,6.0,2023.0,13.0,3.0,2023.0,1.0,0101,49.0,42.0,4.0,4.0,320.0,320.0,4.0,5.0,52,34
19.0,1901,7.0,2023.0,13.0,6.0,2023.0,20.0,2001,51.0,43.0,4.0,4.0,320.0,320.0,4.0,4.0,52,33
22.0,2202,7.0,2023.0,22.0,6.0,2023.0,22.0,2202,37.0,36.0,4.0,4.0,320.0,320.0,4.0,4.0,52,33
1.0,0101,7.0,2023.0,5.0,6.0,2023.0,5.0,0501,999.0,999.0,9.0,9.0,9999.0,9999.0,9.0,9.0,52,33
1.0,0101,7.0,2023.0,13.0,6.0,2023.0,1.0,0101,56.0,999.0,9.0,9.0,152.0,320.0,1.0,9.0,52,34
1.0,0101,7.0,2023.0,8.0,6.0,2023.0,1.0,0101,41.0,999.0,4.0,9.0,320.0,320.0,4.0,9.0,52,35
1.0,0101,8.0,2023.0,14.0,7.0,2023.0,1.0,0101,52.0,51.0,4.0,4.0,320.0,320.0,5.0,5.0,52,34
1.0,0115,8.0,2023.0,20.0,7.0,2023.0,20.0,2010,33.0,27.0,4.0,4.0,320.0,320.0,3.0,4.0,52,34
22.0,2201,9.0,2023.0,20.0,7.0,2023.0,22.0,2201,43.0,43.0,4.0,4.0,320.0,320.0,4.0,4.0,52,32
20.0,2001,9.0,2023.0,20.0,1.0,2023.0,20.0,2008,50.0,48.0,4.0,4.0,320.0,320.0,2.0,4.0,52,33
14.0,1401,9.0,2023.0,20.0,6.0,2023.0,14.0,1401,27.0,25.0,1.0,1.0,320.0,320.0,3.0,4.0,52,32
13.0,1301,10.0,2023.0,2.0,10.0,2023.0,13.0,1301,38.0,33.0,4.0,4.0,320.0,320.0,4.0,4.0,52,32
4.0,0401,10.0,2023.0,24.0,7.0,2023.0,4.0,0401,37.0,22.0,4.0,9.0,320.0,320.0,4.0,4.0,52,35
18.0,1801,10.0,2023.0,13.0,3.0,2023.0,18.0,1801,37.0,38.0,4.0,4.0,320.0,320.0,3.0,4.0,52,31
1.0,0101,10.0,2023.0,4.0,9.0,2023.0,1.0,0103,30.0,37.0,4.0,4.0,320.0,320.0,4.0,5.0,52,35
5.0,0501,10.0,2023.0,23.0,3.0,2023.0,5.0,0501,40.0,39.0,4.0,4.0,320.0,320.0,4.0,4.0,52,33
1.0,0101,11.0,2023.0,3.0,11.0,2023.0,9.0,0917,47.0,40.0,4.0,4.0,320.0,320.0,2.0,4.0,52,32
20.0,2010,11.0,2023.0,17.0,11.0,2023.0,20.0,2007,29.0,33.0,4.0,4.0,320.0,320.0,4.0,4.0,52,33
14.0,1413,12.0,2023.0,27.0,10.0,2023.0,14.0,1413,30.0,23.0,4.0,4.0,320.0,320.0,4.0,4.0,52,34
15.0,1501,12.0,2023.0,25.0,9.0,2023.0,15.0,1501,31.0,24.0,4.0,9.0,320.0,320.0,4.0,4.0,52,34
5.0,0508,12.0,2023.0,21.0,11.0,2023.0,5.0,0501,43.0,32.0,4.0,4.0,320.0,320.0,4.0,4.0,52,32
2.0,0203,1.0,2024.0,19.0,9.0,2023.0,1.0,0101,59.0,50.0,4.0,4.0,320.0,320.0,4.0,4.0,52,34
7.0,0710,1.0,2024.0,3.0,10.0,2023.0,7.0,0701,43.0,38.0,4.0,9.0,320.0,320.0,4.0,5.0,52,33
5.0,0501,2.0,2024.0,3.0,8.0,2023.0,5.0,0503,38.0,28.0,4.0,4.0,320.0,320.0,3.0,4.0,52,34
1.0,0101,2.0,2024.0,29.0,8.0,2023.0,1.0,0101,34.0,27.0,4.0,4.0,320.0,320.0,4.0,4.0,52,35
10.0,1010,3.0,2024.0,8.0,3.0,2023.0,10.0,1010,43.0,35.0,4.0,4.0,320.0,320.0,4.0,5.0,52,33
12.0,1217,3.0,2024.0,4.0,8.0,2023.0,9.0,0920,32.0,23.0,4.0,4.0,320.0,320.0,2.0,4.0,52,32
2.0,0201,8.0,2023.0,8.0,8.0,2023.0,1.0,0101,31.0,30.0,4.0,4.0,320.0,320.0,4.0,5.0,54,34
22.0,2205,11.0,2023.0,7.0,11.0,2023.0,22.0,2201,30.0,24.0,4.0,9.0,320.0,320.0,4.0,4.0,54,34
10.0,1008,1.0,2024.0,6.0,11.0,2023.0,10.0,1008,35.0,34.0,1.0,1.0,320.0,320.0,4.0,4.0,54,32
6.0,0614,1.0,2023.0,3.0,1.0,2023.0,6.0,0601,34.0,30.0,9.0,4.0,320.0,320.0,3.0,9.0,51,42
5.0,0509,2.0,2023.0,3.0,2.0,2023.0,5.0,0509,49.0,51.0,4.0,4.0,320.0,320.0,2.0,4.0,51,41
3.0,0308,3.0,2023.0,20.0,2.0,2023.0,1.0,0106,30.0,26.0,4.0,4.0,320.0,320.0,4.0,4.0,51,41
1.0,0103,5.0,2023.0,10.0,4.0,2023.0,1.0,0103,39.0,30.0,4.0,4.0,320.0,320.0,2.0,4.0,51,41
1.0,0103,5.0,2023.0,28.0,3.0,2023.0,1.0,0101,30.0,30.0,4.0,9.0,320.0,840.0,3.0,4.0,51,41
6.0,0601,8.0,2023.0,30.0,6.0,2023.0,6.0,0601,37.0,29.0,4.0,4.0,320.0,320.0,4.0,4.0,51,41
1.0,0101,11.0,2023.0,9.0,10.0,2023.0,1.0,0101,28.0,27.0,4.0,4.0,320.0,320.0,2.0,4.0,51,43
1.0,0108,1.0,2024.0,20.0,11.0,2023.0,1.0,0108,40.0,46.0,4.0,4.0,320.0,320.0,4.0,4.0,51,41
1.0,0101,1.0,2024.0,26.0,10.0,2023.0,1.0,0101,47.0,35.0,4.0,4.0,320.0,320.0,4.0,4.0,51,41
3.0,0302,1.0,2023.0,10.0,1.0,2023.0,3.0,0302,30.0,34.0,4.0,4.0,320.0,320.0,2.0,4.0,52,43
1.0,0101,1.0,2023.0,6.0,1.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,400.0,320.0,1.0,9.0,52,41
1.0,0101,2.0,2023.0,30.0,1.0,2023.0,1.0,0101,44.0,35.0,4.0,4.0,320.0,320.0,5.0,5.0,52,43
1.0,0101,2.0,2023.0,7.0,2.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,43
8.0,0801,2.0,2023.0,30.0,1.0,2023.0,8.0,0801,31.0,31.0,1.0,1.0,320.0,320.0,4.0,4.0,52,43
22.0,2201,2.0,2023.0,30.0,1.0,2023.0,22.0,2202,42.0,36.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
14.0,1413,2.0,2023.0,3.0,1.0,2023.0,14.0,1413,38.0,35.0,1.0,1.0,320.0,320.0,2.0,4.0,52,41
18.0,1801,3.0,2023.0,6.0,1.0,2023.0,18.0,1805,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,41
1.0,0101,3.0,2023.0,16.0,2.0,2023.0,1.0,0101,47.0,38.0,4.0,4.0,320.0,320.0,4.0,5.0,52,41
15.0,1501,3.0,2023.0,3.0,3.0,2023.0,15.0,1501,31.0,35.0,4.0,4.0,320.0,320.0,2.0,4.0,52,43
18.0,1801,3.0,2023.0,1.0,3.0,2023.0,18.0,1801,36.0,38.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
9.0,0920,3.0,2023.0,21.0,2.0,2023.0,12.0,1202,34.0,35.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
14.0,1401,4.0,2023.0,27.0,2.0,2023.0,14.0,1406,39.0,32.0,1.0,1.0,320.0,320.0,4.0,4.0,52,43
18.0,1801,4.0,2023.0,9.0,1.0,2023.0,18.0,1805,46.0,41.0,4.0,4.0,320.0,320.0,2.0,4.0,52,41
1.0,0101,4.0,2023.0,9.0,1.0,2023.0,1.0,0106,38.0,37.0,4.0,4.0,320.0,320.0,3.0,4.0,52,43
2.0,0201,4.0,2023.0,21.0,3.0,2023.0,2.0,0201,29.0,23.0,4.0,4.0,320.0,320.0,3.0,4.0,52,41
22.0,2201,5.0,2023.0,12.0,4.0,2023.0,22.0,2205,44.0,30.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
1.0,0101,5.0,2023.0,3.0,5.0,2023.0,1.0,0101,31.0,35.0,4.0,4.0,320.0,320.0,4.0,6.0,52,44
21.0,2101,5.0,2023.0,3.0,3.0,2023.0,22.0,2203,43.0,32.0,4.0,4.0,320.0,320.0,1.0,4.0,52,43
1.0,0101,5.0,2023.0,21.0,4.0,2023.0,1.0,0101,46.0,44.0,4.0,4.0,320.0,320.0,4.0,4.0,52,42
1.0,0101,5.0,2023.0,16.0,2.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,41
1.0,0108,5.0,2023.0,10.0,1.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,41
1.0,0101,5.0,2023.0,8.0,2.0,2023.0,1.0,0101,44.0,36.0,4.0,4.0,320.0,320.0,4.0,5.0,52,41
1.0,0101,5.0,2023.0,4.0,5.0,2023.0,1.0,0101,47.0,48.0,4.0,4.0,320.0,320.0,4.0,4.0,52,44
1.0,0101,6.0,2023.0,11.0,5.0,2023.0,1.0,0101,32.0,29.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
9.0,0901,6.0,2023.0,31.0,3.0,2023.0,9.0,0913,38.0,32.0,4.0,9.0,320.0,840.0,4.0,9.0,52,42
1.0,0101,6.0,2023.0,25.0,4.0,2023.0,1.0,0101,34.0,29.0,4.0,4.0,320.0,320.0,4.0,4.0,52,42
17.0,1701,6.0,2023.0,17.0,5.0,2023.0,5.0,0502,25.0,23.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
9.0,0902,6.0,2023.0,22.0,5.0,2023.0,9.0,0901,40.0,31.0,4.0,4.0,320.0,320.0,4.0,4.0,52,42
6.0,0601,6.0,2023.0,3.0,5.0,2023.0,6.0,0608,42.0,27.0,4.0,4.0,320.0,320.0,3.0,4.0,52,41
6.0,0601,6.0,2023.0,27.0,4.0,2023.0,6.0,0602,45.0,43.0,4.0,5.0,320.0,320.0,4.0,4.0,52,42
1.0,0101,6.0,2023.0,26.0,4.0,2023.0,1.0,0108,47.0,55.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
18.0,1801,7.0,2023.0,23.0,1.0,2023.0,18.0,1801,23.0,24.0,4.0,4.0,320.0,320.0,4.0,4.0,52,42
1.0,0101,7.0,2023.0,31.0,5.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,484.0,320.0,1.0,9.0,52,41
17.0,1701,7.0,2023.0,22.0,5.0,2023.0,17.0,1703,39.0,35.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
1.0,0114,7.0,2023.0,18.0,5.0,2023.0,1.0,0114,30.0,31.0,4.0,4.0,320.0,320.0,3.0,4.0,52,41
1.0,0101,7.0,2023.0,4.0,7.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,41
1.0,0101,7.0,2023.0,12.0,5.0,2023.0,1.0,0111,33.0,32.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
9.0,0901,7.0,2023.0,10.0,7.0,2023.0,9.0,0901,53.0,47.0,4.0,9.0,320.0,320.0,4.0,9.0,52,41
12.0,1215,8.0,2023.0,9.0,6.0,2023.0,12.0,1215,56.0,43.0,4.0,4.0,320.0,320.0,3.0,5.0,52,41
1.0,0101,8.0,2023.0,6.0,7.0,2023.0,1.0,0101,47.0,47.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
7.0,0701,8.0,2023.0,13.0,6.0,2023.0,7.0,0701,27.0,27.0,1.0,1.0,320.0,320.0,3.0,4.0,52,43
1.0,0101,8.0,2023.0,31.0,7.0,2023.0,1.0,0101,36.0,39.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
1.0,0101,8.0,2023.0,10.0,8.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,41
8.0,0801,8.0,2023.0,24.0,5.0,2023.0,8.0,0801,39.0,40.0,1.0,1.0,320.0,320.0,4.0,4.0,52,43
1.0,0101,8.0,2023.0,31.0,7.0,2023.0,18.0,1801,30.0,27.0,4.0,4.0,320.0,320.0,3.0,4.0,52,41
1.0,0115,8.0,2023.0,22.0,6.0,2023.0,1.0,0115,37.0,34.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
19.0,1901,9.0,2023.0,15.0,6.0,2023.0,19.0,1901,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,43
14.0,1401,9.0,2023.0,5.0,9.0,2023.0,14.0,1401,49.0,45.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
13.0,1301,9.0,2023.0,23.0,8.0,2023.0,13.0,1301,41.0,42.0,4.0,4.0,320.0,320.0,4.0,4.0,52,42
1.0,0101,9.0,2023.0,13.0,9.0,2023.0,1.0,0101,42.0,38.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
1.0,0114,9.0,2023.0,4.0,9.0,2023.0,1.0,0114,50.0,53.0,4.0,4.0,320.0,320.0,4.0,5.0,52,41
1.0,0110,9.0,2023.0,4.0,8.0,2023.0,1.0,0111,32.0,40.0,1.0,1.0,320.0,320.0,2.0,4.0,52,41
1.0,0101,10.0,2023.0,14.0,9.0,2023.0,1.0,0108,45.0,999.0,4.0,9.0,320.0,320.0,4.0,9.0,52,43
9.0,0910,10.0,2023.0,23.0,6.0,2023.0,9.0,0910,32.0,30.0,4.0,1.0,320.0,320.0,4.0,4.0,52,42
1.0,0101,11.0,2023.0,25.0,10.0,2023.0,13.0,1301,54.0,54.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
5.0,0511,11.0,2023.0,24.0,10.0,2023.0,5.0,0504,43.0,42.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
10.0,1001,11.0,2023.0,24.0,10.0,2023.0,1.0,0101,49.0,37.0,4.0,4.0,320.0,320.0,2.0,4.0,52,41
18.0,1801,11.0,2023.0,24.0,8.0,2023.0,18.0,1804,26.0,38.0,4.0,4.0,320.0,320.0,2.0,4.0,52,43
1.0,0101,11.0,2023.0,30.0,10.0,2023.0,19.0,1903,36.0,31.0,9.0,4.0,320.0,320.0,4.0,4.0,52,41
1.0,0101,11.0,2023.0,3.0,11.0,2023.0,1.0,0101,39.0,34.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
18.0,1801,11.0,2023.0,29.0,6.0,2023.0,18.0,1801,31.0,31.0,4.0,4.0,320.0,320.0,4.0,4.0,52,41
1.0,0101,11.0,2023.0,24.0,8.0,2023.0,1.0,0101,30.0,33.0,4.0,4.0,320.0,320.0,4.0,5.0,52,43
17.0,1703,11.0,2023.0,11.0,9.0,2023.0,17.0,1703,42.0,42.0,4.0,4.0,320.0,320.0,4.0,5.0,52,41
1.0,0115,12.0,2023.0,6.0,12.0,2023.0,1.0,0106,37.0,25.0,4.0,9.0,320.0,320.0,4.0,4.0,52,41
17.0,1701,12.0,2023.0,25.0,8.0,2023.0,1.0,0116,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,43
5.0,0504,12.0,2023.0,22.0,8.0,2023.0,5.0,0502,41.0,34.0,4.0,4.0,320.0,320.0,4.0,4.0,52,44
13.0,1301,12.0,2023.0,12.0,6.0,2023.0,13.0,1301,30.0,30.0,4.0,4.0,320.0,320.0,3.0,5.0,52,42
9.0,0920,12.0,2023.0,8.0,9.0,2023.0,9.0,0920,49.0,999.0,4.0,9.0,320.0,320.0,2.0,9.0,52,41
1.0,0101,12.0,2023.0,9.0,11.0,2023.0,1.0,0113,44.0,41.0,4.0,4.0,320.0,320.0,5.0,4.0,52,41
19.0,1901,12.0,2023.0,3.0,11.0,2023.0,19.0,1901,50.0,45.0,4.0,4.0,320.0,320.0,9.0,9.0,52,41
1.0,0101,1.0,2024.0,12.0,12.0,2023.0,1.0,0101,51.0,40.0,4.0,4.0,320.0,320.0,4.0,4.0,52,44
1.0,0101,1.0,2024.0,15.0,11.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,52,43
4.0,0401,1.0,2024.0,26.0,12.0,2023.0,4.0,0401,36.0,30.0,9.0,9.0,320.0,320.0,4.0,4.0,52,41
1.0,0101,3.0,2024.0,25.0,10.0,2023.0,4.0,0406,999.0,999.0,9.0,4.0,320.0,320.0,1.0,4.0,52,43
1.0,0101,3.0,2024.0,2.0,10.0,2023.0,1.0,0101,34.0,35.0,4.0,4.0,320.0,320.0,3.0,4.0,52,43
9.0,0920,3.0,2024.0,21.0,9.0,2023.0,9.0,0920,47.0,42.0,4.0,4.0,320.0,320.0,4.0,4.0,52,43
1.0,0116,3.0,2024.0,28.0,11.0,2023.0,1.0,0116,44.0,40.0,9.0,4.0,9999.0,320.0,9.0,4.0,52,41
9.0,0920,3.0,2024.0,13.0,12.0,2023.0,9.0,0920,57.0,58.0,4.0,4.0,320.0,320.0,3.0,9.0,52,41
20.0,2001,4.0,2024.0,11.0,8.0,2023.0,20.0,2001,31.0,27.0,4.0,4.0,320.0,320.0,3.0,4.0,52,41
1.0,0101,5.0,2024.0,9.0,8.0,2023.0,20.0,2007,46.0,36.0,4.0,4.0,320.0,320.0,2.0,5.0,52,42
1.0,0101,6.0,2024.0,17.0,5.0,2023.0,1.0,0101,50.0,47.0,9.0,4.0,214.0,320.0,1.0,9.0,52,41
22.0,2201,5.0,2023.0,9.0,5.0,2023.0,22.0,2201,37.0,31.0,4.0,4.0,320.0,320.0,4.0,4.0,54,41
16.0,1603,7.0,2023.0,16.0,6.0,2023.0,16.0,1603,40.0,44.0,4.0,4.0,320.0,320.0,5.0,5.0,54,41
14.0,1412,7.0,2023.0,2.0,5.0,2023.0,14.0,1412,49.0,40.0,4.0,4.0,320.0,320.0,2.0,4.0,54,43
15.0,1505,11.0,2023.0,13.0,10.0,2023.0,4.0,0409,33.0,25.0,4.0,4.0,320.0,320.0,4.0,4.0,54,43
18.0,1801,1.0,2024.0,6.0,10.0,2023.0,20.0,2011,34.0,30.0,4.0,4.0,320.0,320.0,4.0,4.0,54,43
1.0,0101,3.0,2023.0,8.0,2.0,2023.0,7.0,0712,31.0,32.0,1.0,1.0,320.0,320.0,2.0,2.0,51,51
10.0,1021,5.0,2023.0,18.0,1.0,2023.0,11.0,1101,39.0,37.0,4.0,4.0,320.0,320.0,4.0,2.0,51,51
9.0,0901,5.0,2023.0,11.0,4.0,2023.0,9.0,0916,48.0,38.0,9.0,4.0,320.0,320.0,4.0,5.0,51,51
1.0,0101,6.0,2023.0,4.0,5.0,2023.0,1.0,0101,33.0,26.0,9.0,4.0,320.0,320.0,1.0,3.0,51,51
1.0,0101,7.0,2023.0,11.0,5.0,2023.0,1.0,0101,32.0,29.0,9.0,4.0,222.0,320.0,1.0,4.0,51,51
22.0,2212,10.0,2023.0,19.0,9.0,2023.0,22.0,2212,40.0,40.0,4.0,4.0,320.0,320.0,4.0,2.0,51,51
1.0,0101,10.0,2023.0,2.0,10.0,2023.0,8.0,0803,38.0,36.0,1.0,1.0,320.0,320.0,4.0,3.0,51,51
1.0,0101,1.0,2023.0,13.0,1.0,2023.0,1.0,0101,53.0,30.0,4.0,4.0,320.0,320.0,6.0,4.0,52,52
18.0,1801,1.0,2023.0,10.0,1.0,2023.0,18.0,1801,39.0,40.0,4.0,4.0,320.0,320.0,4.0,2.0,52,51
9.0,0921,1.0,2023.0,25.0,1.0,2023.0,11.0,1107,38.0,31.0,4.0,4.0,320.0,320.0,2.0,3.0,52,52
1.0,0111,1.0,2023.0,5.0,1.0,2023.0,1.0,0101,33.0,30.0,4.0,4.0,320.0,320.0,3.0,4.0,52,52
9.0,0901,2.0,2023.0,31.0,1.0,2023.0,9.0,0901,40.0,39.0,9.0,9.0,320.0,320.0,1.0,1.0,52,52
11.0,1105,2.0,2023.0,27.0,1.0,2023.0,11.0,1101,22.0,21.0,4.0,4.0,320.0,320.0,4.0,9.0,52,52
13.0,1301,2.0,2023.0,8.0,2.0,2023.0,8.0,0808,43.0,40.0,1.0,1.0,320.0,320.0,2.0,2.0,52,52
13.0,1301,2.0,2023.0,30.0,1.0,2023.0,13.0,1301,52.0,52.0,4.0,4.0,320.0,320.0,3.0,4.0,52,52
17.0,1701,2.0,2023.0,9.0,2.0,2023.0,17.0,1701,30.0,26.0,4.0,4.0,320.0,320.0,3.0,1.0,52,52
1.0,0101,2.0,2023.0,3.0,2.0,2023.0,1.0,0115,53.0,36.0,4.0,4.0,320.0,320.0,4.0,5.0,52,52
4.0,0401,3.0,2023.0,18.0,1.0,2023.0,4.0,0401,37.0,31.0,1.0,9.0,320.0,320.0,5.0,4.0,52,51
10.0,1001,3.0,2023.0,7.0,3.0,2023.0,10.0,1001,40.0,32.0,4.0,4.0,320.0,320.0,4.0,2.0,52,52
13.0,1301,3.0,2023.0,9.0,3.0,2023.0,13.0,1301,26.0,27.0,4.0,4.0,320.0,320.0,2.0,3.0,52,52
9.0,0901,3.0,2023.0,28.0,3.0,2023.0,9.0,0901,46.0,42.0,1.0,4.0,320.0,320.0,1.0,2.0,52,52
20.0,2010,3.0,2023.0,20.0,2.0,2023.0,20.0,2007,52.0,38.0,4.0,4.0,320.0,320.0,2.0,4.0,52,51
1.0,0108,3.0,2023.0,14.0,3.0,2023.0,1.0,0108,38.0,27.0,4.0,4.0,320.0,320.0,2.0,3.0,52,52
1.0,0101,3.0,2023.0,16.0,3.0,2023.0,3.0,0309,38.0,33.0,1.0,9.0,320.0,484.0,3.0,1.0,52,52
4.0,0401,3.0,2023.0,23.0,2.0,2023.0,3.0,0309,28.0,29.0,1.0,1.0,320.0,320.0,4.0,4.0,52,52
9.0,0901,4.0,2023.0,26.0,4.0,2023.0,9.0,0913,39.0,45.0,4.0,4.0,320.0,320.0,2.0,3.0,52,51
9.0,0920,4.0,2023.0,10.0,3.0,2023.0,5.0,0511,36.0,27.0,4.0,4.0,320.0,320.0,3.0,3.0,52,52
8.0,0804,4.0,2023.0,8.0,2.0,2023.0,8.0,0804,36.0,34.0,1.0,4.0,320.0,320.0,2.0,3.0,52,52
9.0,0901,4.0,2023.0,26.0,4.0,2023.0,9.0,0901,40.0,27.0,4.0,1.0,320.0,320.0,3.0,3.0,52,52
1.0,0117,4.0,2023.0,23.0,3.0,2023.0,9.0,0901,31.0,28.0,4.0,4.0,320.0,320.0,1.0,4.0,52,52
9.0,0901,4.0,2023.0,19.0,4.0,2023.0,9.0,0903,37.0,26.0,1.0,1.0,320.0,320.0,5.0,4.0,52,52
1.0,0115,4.0,2023.0,8.0,3.0,2023.0,1.0,0117,48.0,52.0,4.0,4.0,320.0,320.0,3.0,3.0,52,52
14.0,1416,4.0,2023.0,8.0,3.0,2023.0,14.0,1416,28.0,23.0,5.0,9.0,320.0,320.0,2.0,2.0,52,52
22.0,2205,5.0,2023.0,23.0,3.0,2023.0,22.0,2205,35.0,60.0,4.0,4.0,320.0,320.0,2.0,2.0,52,53
9.0,0901,5.0,2023.0,5.0,5.0,2023.0,9.0,0901,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,52,52
9.0,0920,5.0,2023.0,3.0,5.0,2023.0,9.0,0920,25.0,21.0,4.0,4.0,320.0,320.0,3.0,9.0,52,52
14.0,1401,5.0,2023.0,30.0,3.0,2023.0,14.0,1409,29.0,26.0,1.0,1.0,320.0,320.0,3.0,2.0,52,52
14.0,1416,5.0,2023.0,9.0,2.0,2023.0,14.0,1415,28.0,23.0,1.0,1.0,320.0,320.0,2.0,2.0,52,52
9.0,0901,5.0,2023.0,23.0,5.0,2023.0,9.0,0901,38.0,43.0,9.0,9.0,320.0,222.0,4.0,1.0,52,52
9.0,0903,5.0,2023.0,8.0,3.0,2023.0,9.0,0903,31.0,28.0,1.0,1.0,320.0,320.0,4.0,3.0,52,52
5.0,0501,5.0,2023.0,22.0,5.0,2023.0,1.0,0101,46.0,58.0,4.0,4.0,320.0,320.0,2.0,4.0,52,52
1.0,0101,5.0,2023.0,26.0,4.0,2023.0,1.0,0101,39.0,33.0,4.0,4.0,320.0,320.0,3.0,4.0,52,52
1.0,0101,5.0,2023.0,15.0,5.0,2023.0,1.0,0101,35.0,29.0,4.0,4.0,320.0,320.0,5.0,5.0,52,52
1.0,0101,5.0,2023.0,2.0,5.0,2023.0,1.0,0101,35.0,36.0,4.0,4.0,320.0,320.0,4.0,4.0,52,52
