DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
11.0,1101,11.0,2023.0,21.0,9.0,2023.0,9.0,0920,33.0,36.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
13.0,1301,11.0,2023.0,19.0,10.0,2023.0,13.0,1315,999.0,42.0,1.0,1.0,320.0,320.0,9.0,2.0,92,97
9.0,0921,11.0,2023.0,10.0,10.0,2023.0,11.0,1107,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
9.0,0917,11.0,2023.0,13.0,10.0,2023.0,9.0,0917,42.0,43.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
9.0,0920,11.0,2023.0,26.0,10.0,2023.0,9.0,0920,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
5.0,0501,11.0,2023.0,4.0,10.0,2023.0,5.0,0501,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
20.0,2009,11.0,2023.0,28.0,7.0,2023.0,20.0,2009,32.0,30.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
1.0,0101,11.0,2023.0,13.0,10.0,2023.0,10.0,1002,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
6.0,0608,11.0,2023.0,24.0,10.0,2023.0,13.0,1304,38.0,33.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
9.0,0922,11.0,2023.0,25.0,10.0,2023.0,9.0,0921,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
22.0,2207,11.0,2023.0,19.0,10.0,2023.0,22.0,2207,26.0,23.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
4.0,0403,11.0,2023.0,14.0,3.0,2023.0,4.0,0403,23.0,22.0,1.0,9.0,320.0,320.0,2.0,2.0,92,97
20.0,2007,11.0,2023.0,23.0,10.0,2023.0,20.0,2001,35.0,32.0,4.0,4.0,320.0,320.0,3.0,4.0,92,97
11.0,1103,11.0,2023.0,19.0,10.0,2023.0,10.0,1002,999.0,999.0,9.0,9.0,320.0,320.0,1.0,1.0,92,97
18.0,1802,11.0,2023.0,14.0,6.0,2023.0,18.0,1805,43.0,43.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
11.0,1106,11.0,2023.0,19.0,6.0,2023.0,11.0,1106,52.0,50.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
18.0,1802,11.0,2023.0,22.0,5.0,2023.0,18.0,1805,999.0,999.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
1.0,0101,11.0,2023.0,19.0,9.0,2023.0,19.0,1903,999.0,999.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
13.0,1301,11.0,2023.0,13.0,10.0,2023.0,13.0,1312,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
13.0,1301,11.0,2023.0,24.0,10.0,2023.0,13.0,1315,55.0,53.0,1.0,1.0,320.0,320.0,2.0,1.0,92,97
9.0,0921,11.0,2023.0,25.0,10.0,2023.0,9.0,0921,27.0,25.0,5.0,4.0,320.0,320.0,2.0,1.0,92,97
1.0,0101,11.0,2023.0,19.0,10.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
10.0,1021,11.0,2023.0,16.0,11.0,2023.0,10.0,1021,29.0,21.0,4.0,4.0,320.0,320.0,2.0,9.0,92,97
12.0,1213,11.0,2023.0,12.0,9.0,2023.0,17.0,1712,52.0,53.0,1.0,4.0,320.0,320.0,2.0,2.0,92,97
10.0,1001,11.0,2023.0,12.0,10.0,2023.0,10.0,1010,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
21.0,2101,11.0,2023.0,28.0,9.0,2023.0,21.0,2101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,1.0,92,97
6.0,0609,11.0,2023.0,3.0,10.0,2023.0,6.0,0609,55.0,49.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
9.0,0901,11.0,2023.0,30.0,10.0,2023.0,11.0,1107,48.0,48.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
1.0,0101,11.0,2023.0,14.0,6.0,2023.0,22.0,2203,999.0,45.0,9.0,4.0,320.0,320.0,1.0,2.0,92,97
9.0,0922,11.0,2023.0,25.0,10.0,2023.0,19.0,1901,29.0,26.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
4.0,0416,11.0,2023.0,10.0,10.0,2023.0,4.0,0410,33.0,37.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,11.0,2023.0,8.0,6.0,2023.0,6.0,0602,34.0,30.0,4.0,4.0,320.0,320.0,3.0,3.0,92,97
22.0,2202,11.0,2023.0,11.0,10.0,2023.0,22.0,2202,69.0,35.0,4.0,9.0,320.0,340.0,2.0,3.0,92,97
16.0,1601,11.0,2023.0,10.0,2.0,2023.0,16.0,1609,51.0,46.0,9.0,1.0,320.0,320.0,1.0,2.0,92,97
9.0,0901,11.0,2023.0,27.0,10.0,2023.0,10.0,1010,31.0,32.0,4.0,1.0,320.0,320.0,2.0,2.0,92,97
9.0,0920,11.0,2023.0,5.0,9.0,2023.0,12.0,1217,60.0,58.0,4.0,4.0,320.0,320.0,2.0,1.0,92,97
21.0,2101,11.0,2023.0,15.0,3.0,2023.0,21.0,2101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
9.0,0922,11.0,2023.0,4.0,9.0,2023.0,12.0,1212,31.0,25.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
12.0,1213,11.0,2023.0,4.0,11.0,2023.0,12.0,1207,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
20.0,2001,11.0,2023.0,3.0,10.0,2023.0,20.0,2008,50.0,41.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
1.0,0115,11.0,2023.0,16.0,8.0,2023.0,22.0,2215,999.0,39.0,9.0,4.0,320.0,320.0,9.0,3.0,92,97
1.0,0114,11.0,2023.0,17.0,10.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
1.0,0101,11.0,2023.0,25.0,10.0,2023.0,2.0,0201,37.0,31.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
1.0,0101,11.0,2023.0,27.0,10.0,2023.0,22.0,2203,28.0,28.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
18.0,1801,11.0,2023.0,5.0,7.0,2023.0,18.0,1801,42.0,58.0,4.0,4.0,320.0,320.0,2.0,9.0,92,97
15.0,1504,11.0,2023.0,25.0,9.0,2023.0,15.0,1504,33.0,29.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
2.0,0201,11.0,2023.0,9.0,6.0,2023.0,2.0,0201,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
1.0,0111,11.0,2023.0,8.0,11.0,2023.0,14.0,1418,999.0,37.0,9.0,1.0,320.0,320.0,9.0,3.0,92,97
13.0,1301,11.0,2023.0,16.0,8.0,2023.0,13.0,1310,999.0,999.0,1.0,1.0,320.0,320.0,9.0,9.0,92,97
16.0,1601,11.0,2023.0,31.0,3.0,2023.0,17.0,1701,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
14.0,1401,11.0,2023.0,9.0,5.0,2023.0,13.0,1303,32.0,31.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
15.0,1501,11.0,2023.0,8.0,6.0,2023.0,15.0,1501,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
1.0,0113,11.0,2023.0,19.0,9.0,2023.0,1.0,0113,999.0,999.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
10.0,1001,11.0,2023.0,24.0,7.0,2023.0,10.0,1001,38.0,29.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
21.0,2101,11.0,2023.0,18.0,10.0,2023.0,21.0,2101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
15.0,1506,11.0,2023.0,6.0,9.0,2023.0,15.0,1506,39.0,25.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1215,11.0,2023.0,28.0,8.0,2023.0,12.0,1215,34.0,30.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
12.0,1215,11.0,2023.0,25.0,9.0,2023.0,12.0,1215,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
13.0,1301,11.0,2023.0,8.0,11.0,2023.0,13.0,1304,43.0,35.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,11.0,2023.0,28.0,9.0,2023.0,6.0,0603,45.0,32.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1201,11.0,2023.0,30.0,10.0,2023.0,12.0,1201,25.0,22.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
14.0,1401,11.0,2023.0,20.0,9.0,2023.0,14.0,1418,40.0,38.0,4.0,5.0,320.0,320.0,1.0,2.0,92,97
13.0,1302,11.0,2023.0,4.0,9.0,2023.0,13.0,1302,35.0,37.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
1.0,0117,11.0,2023.0,22.0,9.0,2023.0,1.0,0101,51.0,42.0,9.0,9.0,320.0,320.0,1.0,1.0,92,97
6.0,0601,11.0,2023.0,16.0,10.0,2023.0,6.0,0604,27.0,38.0,4.0,3.0,320.0,320.0,1.0,1.0,92,97
9.0,0901,11.0,2023.0,29.0,6.0,2023.0,1.0,0115,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
18.0,1801,11.0,2023.0,30.0,8.0,2023.0,18.0,1801,36.0,34.0,4.0,4.0,320.0,320.0,2.0,9.0,92,97
9.0,0921,11.0,2023.0,25.0,10.0,2023.0,9.0,0921,31.0,30.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
5.0,0511,11.0,2023.0,8.0,11.0,2023.0,18.0,1805,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
14.0,1412,11.0,2023.0,31.0,7.0,2023.0,11.0,1103,33.0,30.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
20.0,2001,11.0,2023.0,12.0,9.0,2023.0,2.0,0203,40.0,24.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
20.0,2001,11.0,2023.0,7.0,3.0,2023.0,20.0,2001,38.0,34.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
5.0,0513,11.0,2023.0,5.0,9.0,2023.0,5.0,0507,55.0,46.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
11.0,1101,11.0,2023.0,27.0,10.0,2023.0,11.0,1101,47.0,40.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,11.0,2023.0,28.0,9.0,2023.0,6.0,0609,48.0,46.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
1.0,0115,11.0,2023.0,5.0,10.0,2023.0,10.0,1013,41.0,41.0,1.0,1.0,320.0,320.0,2.0,1.0,92,97
1.0,0101,11.0,2023.0,30.0,10.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
21.0,2101,11.0,2023.0,23.0,10.0,2023.0,22.0,2204,39.0,27.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
10.0,1008,11.0,2023.0,13.0,10.0,2023.0,10.0,1008,39.0,41.0,1.0,1.0,320.0,320.0,2.0,3.0,92,97
3.0,0301,11.0,2023.0,2.0,11.0,2023.0,3.0,0302,48.0,47.0,4.0,4.0,320.0,320.0,2.0,5.0,92,97
10.0,1014,11.0,2023.0,18.0,9.0,2023.0,10.0,1014,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
17.0,1701,11.0,2023.0,6.0,10.0,2023.0,17.0,1713,42.0,24.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
13.0,1312,11.0,2023.0,3.0,10.0,2023.0,13.0,1311,47.0,43.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,11.0,2023.0,14.0,9.0,2023.0,6.0,0606,34.0,30.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1230,11.0,2023.0,16.0,8.0,2023.0,12.0,1218,43.0,44.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1230,11.0,2023.0,26.0,10.0,2023.0,1.0,0106,38.0,35.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
22.0,2214,11.0,2023.0,2.0,10.0,2023.0,22.0,2201,32.0,29.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
22.0,2214,11.0,2023.0,5.0,10.0,2023.0,22.0,2214,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
8.0,0802,11.0,2023.0,27.0,9.0,2023.0,8.0,0802,25.0,24.0,1.0,1.0,320.0,320.0,3.0,2.0,92,97
10.0,1017,11.0,2023.0,19.0,10.0,2023.0,7.0,0705,38.0,31.0,1.0,1.0,320.0,320.0,2.0,3.0,92,97
14.0,1410,11.0,2023.0,30.0,8.0,2023.0,14.0,1410,38.0,39.0,1.0,1.0,320.0,320.0,2.0,1.0,92,97
13.0,1311,11.0,2023.0,22.0,8.0,2023.0,13.0,1311,39.0,31.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
10.0,1007,11.0,2023.0,13.0,10.0,2023.0,22.0,2205,35.0,31.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
11.0,1104,11.0,2023.0,25.0,10.0,2023.0,13.0,1308,999.0,51.0,1.0,1.0,320.0,320.0,1.0,1.0,92,97
5.0,0514,11.0,2023.0,1.0,9.0,2023.0,5.0,0507,59.0,40.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
4.0,0409,11.0,2023.0,28.0,7.0,2023.0,4.0,0409,28.0,29.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
13.0,1319,11.0,2023.0,7.0,8.0,2023.0,13.0,1304,25.0,25.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
13.0,1331,11.0,2023.0,23.0,10.0,2023.0,13.0,1312,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
4.0,0407,11.0,2023.0,19.0,10.0,2023.0,4.0,0407,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
8.0,0801,11.0,2023.0,7.0,9.0,2023.0,7.0,0706,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
12.0,1209,11.0,2023.0,27.0,9.0,2023.0,12.0,1207,88.0,25.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
17.0,1702,11.0,2023.0,2.0,11.0,2023.0,17.0,1704,54.0,46.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
22.0,2217,12.0,2023.0,27.0,11.0,2023.0,22.0,2217,43.0,39.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
14.0,1401,12.0,2023.0,28.0,8.0,2023.0,14.0,1401,30.0,24.0,1.0,1.0,320.0,320.0,1.0,1.0,92,97
1.0,0101,12.0,2023.0,14.0,11.0,2023.0,15.0,1506,41.0,33.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
10.0,1021,12.0,2023.0,27.0,6.0,2023.0,10.0,1002,41.0,31.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
9.0,0911,12.0,2023.0,7.0,12.0,2023.0,10.0,1006,999.0,999.0,9.0,9.0,320.0,320.0,9.0,1.0,92,97
5.0,0501,12.0,2023.0,23.0,10.0,2023.0,5.0,0501,39.0,38.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
1.0,0101,12.0,2023.0,16.0,11.0,2023.0,5.0,0513,47.0,45.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
22.0,2201,12.0,2023.0,21.0,11.0,2023.0,22.0,2201,31.0,27.0,4.0,4.0,320.0,320.0,3.0,3.0,92,97
18.0,1801,12.0,2023.0,31.0,8.0,2023.0,18.0,1804,43.0,40.0,4.0,9.0,320.0,320.0,9.0,9.0,92,97
18.0,1801,12.0,2023.0,15.0,11.0,2023.0,18.0,1805,62.0,51.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
9.0,0922,12.0,2023.0,7.0,11.0,2023.0,10.0,1015,55.0,49.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
9.0,0922,12.0,2023.0,28.0,11.0,2023.0,11.0,1109,44.0,999.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1213,12.0,2023.0,27.0,11.0,2023.0,12.0,1213,999.0,999.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
13.0,1325,12.0,2023.0,2.0,8.0,2023.0,13.0,1325,35.0,34.0,1.0,1.0,320.0,320.0,1.0,2.0,92,97
12.0,1215,12.0,2023.0,21.0,9.0,2023.0,12.0,1216,44.0,44.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
21.0,2105,12.0,2023.0,31.0,8.0,2023.0,21.0,2101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
5.0,0504,12.0,2023.0,13.0,11.0,2023.0,14.0,1401,39.0,42.0,4.0,9.0,320.0,320.0,2.0,1.0,92,97
13.0,1308,12.0,2023.0,22.0,9.0,2023.0,13.0,1308,34.0,30.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
12.0,1213,12.0,2023.0,27.0,11.0,2023.0,13.0,1304,999.0,36.0,9.0,4.0,320.0,320.0,1.0,2.0,92,97
1.0,0101,12.0,2023.0,30.0,11.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
9.0,0920,12.0,2023.0,22.0,9.0,2023.0,9.0,0920,38.0,34.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
11.0,1104,12.0,2023.0,27.0,11.0,2023.0,11.0,1101,52.0,22.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
14.0,1401,12.0,2023.0,9.0,10.0,2023.0,14.0,1421,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
20.0,2001,12.0,2023.0,14.0,9.0,2023.0,20.0,2001,37.0,29.0,4.0,4.0,320.0,320.0,2.0,4.0,92,97
1.0,0101,12.0,2023.0,3.0,11.0,2023.0,5.0,0507,33.0,27.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
1.0,0101,12.0,2023.0,23.0,11.0,2023.0,1.0,0101,43.0,35.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,12.0,2023.0,17.0,10.0,2023.0,6.0,0601,36.0,29.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
22.0,2212,12.0,2023.0,5.0,10.0,2023.0,22.0,2212,42.0,38.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
17.0,1712,12.0,2023.0,17.0,8.0,2023.0,17.0,1712,39.0,35.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
13.0,1325,12.0,2023.0,16.0,8.0,2023.0,13.0,1325,36.0,36.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
6.0,0601,12.0,2023.0,9.0,11.0,2023.0,6.0,0601,46.0,43.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
1.0,0101,12.0,2023.0,23.0,11.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
1.0,0103,12.0,2023.0,23.0,6.0,2023.0,1.0,0101,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
21.0,2101,12.0,2023.0,25.0,9.0,2023.0,21.0,2106,36.0,30.0,4.0,4.0,320.0,320.0,4.0,4.0,92,97
20.0,2011,12.0,2023.0,14.0,12.0,2023.0,20.0,2011,32.0,23.0,5.0,4.0,320.0,320.0,2.0,2.0,92,97
19.0,1902,12.0,2023.0,18.0,10.0,2023.0,19.0,1903,47.0,42.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
10.0,1001,12.0,2023.0,11.0,12.0,2023.0,10.0,1001,44.0,42.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
5.0,0513,12.0,2023.0,1.0,8.0,2023.0,1.0,0108,48.0,40.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
13.0,1301,12.0,2023.0,8.0,8.0,2023.0,13.0,1301,999.0,74.0,9.0,4.0,320.0,320.0,9.0,1.0,92,97
6.0,0601,12.0,2023.0,23.0,10.0,2023.0,6.0,0614,56.0,43.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
14.0,1401,12.0,2023.0,5.0,9.0,2023.0,14.0,1402,999.0,999.0,9.0,9.0,320.0,320.0,1.0,1.0,92,97
14.0,1401,12.0,2023.0,1.0,9.0,2023.0,14.0,1412,30.0,28.0,1.0,1.0,320.0,320.0,3.0,1.0,92,97
14.0,1401,12.0,2023.0,3.0,4.0,2023.0,14.0,1418,999.0,39.0,9.0,4.0,320.0,320.0,9.0,2.0,92,97
21.0,2101,12.0,2023.0,12.0,10.0,2023.0,21.0,2101,35.0,30.0,1.0,4.0,320.0,320.0,2.0,2.0,92,97
14.0,1401,12.0,2023.0,5.0,9.0,2023.0,14.0,1421,55.0,33.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
21.0,2101,12.0,2023.0,30.0,11.0,2023.0,21.0,2101,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
10.0,1001,12.0,2023.0,26.0,11.0,2023.0,10.0,1004,36.0,37.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
21.0,2101,12.0,2023.0,6.0,12.0,2023.0,21.0,2106,26.0,26.0,4.0,9.0,320.0,320.0,3.0,3.0,92,97
15.0,1503,12.0,2023.0,11.0,8.0,2023.0,15.0,1503,31.0,29.0,1.0,1.0,320.0,320.0,2.0,3.0,92,97
11.0,1101,12.0,2023.0,1.0,12.0,2023.0,11.0,1108,43.0,37.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
1.0,0101,12.0,2023.0,20.0,11.0,2023.0,3.0,0306,999.0,36.0,9.0,1.0,320.0,320.0,9.0,1.0,92,97
9.0,0920,12.0,2023.0,13.0,10.0,2023.0,9.0,0920,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
5.0,0504,12.0,2023.0,7.0,12.0,2023.0,5.0,0504,40.0,36.0,4.0,4.0,320.0,320.0,1.0,1.0,92,97
1.0,0101,12.0,2023.0,6.0,11.0,2023.0,12.0,1202,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
17.0,1701,12.0,2023.0,28.0,11.0,2023.0,17.0,1703,57.0,49.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
13.0,1301,12.0,2023.0,15.0,8.0,2023.0,13.0,1319,27.0,25.0,1.0,1.0,320.0,320.0,3.0,2.0,92,97
1.0,0101,12.0,2023.0,7.0,11.0,2023.0,1.0,0101,32.0,34.0,4.0,4.0,320.0,320.0,2.0,4.0,92,97
21.0,2101,12.0,2023.0,8.0,9.0,2023.0,1.0,0105,27.0,23.0,4.0,9.0,320.0,320.0,2.0,2.0,92,97
17.0,1712,12.0,2023.0,25.0,10.0,2023.0,17.0,1708,999.0,46.0,9.0,4.0,320.0,320.0,9.0,1.0,92,97
1.0,0101,12.0,2023.0,17.0,11.0,2023.0,19.0,1906,31.0,28.0,4.0,4.0,320.0,320.0,3.0,3.0,92,97
9.0,0901,12.0,2023.0,21.0,12.0,2023.0,9.0,0904,32.0,29.0,1.0,1.0,320.0,320.0,4.0,4.0,92,97
10.0,1002,12.0,2023.0,4.0,12.0,2023.0,10.0,1002,999.0,999.0,9.0,9.0,320.0,320.0,1.0,9.0,92,97
1.0,0117,12.0,2023.0,3.0,11.0,2023.0,1.0,0116,30.0,34.0,4.0,4.0,320.0,320.0,3.0,2.0,92,97
1.0,0101,12.0,2023.0,6.0,12.0,2023.0,13.0,1310,23.0,24.0,1.0,1.0,320.0,320.0,3.0,2.0,92,97
21.0,2101,12.0,2023.0,2.0,11.0,2023.0,21.0,2106,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
22.0,2201,12.0,2023.0,5.0,10.0,2023.0,22.0,2201,999.0,56.0,9.0,4.0,320.0,320.0,9.0,2.0,92,97
1.0,0101,12.0,2023.0,10.0,11.0,2023.0,4.0,0406,28.0,26.0,1.0,1.0,320.0,320.0,2.0,2.0,92,97
13.0,1308,12.0,2023.0,3.0,10.0,2023.0,13.0,1308,28.0,29.0,1.0,1.0,320.0,320.0,2.0,4.0,92,97
12.0,1211,12.0,2023.0,27.0,9.0,2023.0,12.0,1211,47.0,42.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
13.0,1306,12.0,2023.0,5.0,9.0,2023.0,13.0,1306,999.0,999.0,9.0,9.0,320.0,320.0,9.0,9.0,92,97
13.0,1306,12.0,2023.0,26.0,7.0,2023.0,13.0,1312,999.0,999.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
12.0,1217,12.0,2023.0,27.0,11.0,2023.0,12.0,1217,33.0,31.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
15.0,1504,12.0,2023.0,17.0,10.0,2023.0,15.0,1504,29.0,27.0,4.0,4.0,320.0,320.0,1.0,2.0,92,97
12.0,1220,12.0,2023.0,1.0,12.0,2023.0,9.0,0920,38.0,36.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
1.0,0113,12.0,2023.0,19.0,10.0,2023.0,1.0,0113,999.0,999.0,9.0,4.0,320.0,320.0,9.0,1.0,92,97
19.0,1901,12.0,2023.0,26.0,10.0,2023.0,19.0,1901,51.0,44.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
5.0,0507,12.0,2023.0,28.0,8.0,2023.0,5.0,0507,33.0,34.0,4.0,4.0,320.0,320.0,2.0,4.0,92,97
17.0,1704,12.0,2023.0,23.0,11.0,2023.0,17.0,1702,33.0,21.0,4.0,4.0,320.0,320.0,2.0,9.0,92,97
14.0,1415,12.0,2023.0,7.0,9.0,2023.0,14.0,1419,34.0,29.0,1.0,1.0,320.0,320.0,2.0,1.0,92,97
9.0,0910,12.0,2023.0,30.0,10.0,2023.0,11.0,1102,29.0,28.0,4.0,1.0,320.0,320.0,3.0,4.0,92,97
22.0,2211,12.0,2023.0,3.0,10.0,2023.0,22.0,2211,999.0,63.0,9.0,4.0,320.0,320.0,9.0,1.0,92,97
22.0,2214,12.0,2023.0,22.0,11.0,2023.0,22.0,2214,999.0,999.0,9.0,4.0,320.0,320.0,9.0,1.0,92,97
20.0,2007,12.0,2023.0,2.0,10.0,2023.0,20.0,2007,27.0,28.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
13.0,1326,12.0,2023.0,5.0,7.0,2023.0,13.0,1326,36.0,25.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
13.0,1305,12.0,2023.0,5.0,7.0,2023.0,13.0,1312,53.0,42.0,4.0,4.0,320.0,320.0,2.0,2.0,92,97
10.0,1015,12.0,2023.0,8.0,11.0,2023.0,10.0,1015,34.0,33.0,4.0,4.0,320.0,320.0,2.0,4.0,92,97
12.0,1202,12.0,2023.0,8.0,11.0,2023.0,12.0,1202,31.0,27.0,4.0,4.0,320.0,320.0,4.0,4.0,92,97
12.0,1210,12.0,2023.0,4.0,9.0,2023.0,12.0,1210,35.0,35.0,4.0,4.0,320.0,320.0,2.0,3.0,92,97
13.0,1315,12.0,2023.0,5.0,12.0,2023.0,13.0,1315,43.0,45.0,1.0,1.0,320.0,320.0,2.0,1.0,92,97
5.0,0502,1.0,2024.0,8.0,12.0,2023.0,4.0,0408,999.0,999.0,4.0,4.0,320.0,320.0,9.0,9.0,92,97
